	ref|NC_000913	ref|NC_002655	ref|NC_010658	ref|NC_011740	ref|NC_011751	ref|NC_013353	ref|NC_013716	ref|NC_013850	ref|NC_016822	ref|NC_016856	ref|NC_017328	ref|NC_017340	ref|NC_017634	ref|NC_017646	ref|NC_017728	ref|NC_017910	ref|NC_018106	ref|NC_018522	ref|NC_022912
4310679666000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679667000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679668000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679669000	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
4310679670000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679671000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679672000	0	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679673000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
4310679674000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679675000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
4310679676000	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
4310679677000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679678000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679679000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679680000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679681000	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	1
4310679682000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679683000	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
4310679684000	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	0	1
4310679685000	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
4310679686000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679687000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
4310679688000	1	1	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679689000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679690000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679691000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679692000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679693000	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
4310679694000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679695000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679696000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679697000	1	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0
4310679698000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679699000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
4310679700000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679701000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679702000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679703000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679704000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679705000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679706000	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0	0	0	1
4310679707000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679708000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679709000	1	0	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679710000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679711000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679712000	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
4310679713000	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0
4310679714000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679715000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679716000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
4310679717000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679718000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679719000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679720000	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
4310679721000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679722000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679723000	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
4310679724000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679725000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679726000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679727000	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
4310679728000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679729000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679730000	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1
4310679731000	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
4310679732000	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0
4310679733000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679734000	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679735000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679736000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679737000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679738000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679739000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679740000	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
4310679741000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679742000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679743000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679744000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679745000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679746000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679747000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679748000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679749000	1	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0
4310679750000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679751000	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
4310679752000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679753000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679754000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679755000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679756000	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
4310679757000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679758000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
4310679759000	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
4310679760000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679761000	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
4310679762000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679763000	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
4310679764000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679765000	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
4310679766000	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
4310679767000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679768000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679769000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679770000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679771000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679772000	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
4310679773000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679774000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679775000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679776000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679777000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679778000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679779000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679780000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679781000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679782000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679783000	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0
4310679784000	1	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679785000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679786000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
4310679787000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679788000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679789000	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1
4310679790000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
4310679791000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679792000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679793000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
4310679794000	1	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1
4310679795000	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
4310679796000	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
4310679797000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679798000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679799000	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1
4310679800000	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
4310679801000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679802000	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
4310679803000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679804000	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
4310679805000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679806000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679807000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679808000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679809000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679810000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679811000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679812000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679813000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679814000	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1
4310679815000	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
4310679816000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679817000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679818000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679819000	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
4310679820000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679821000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679822000	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1
4310679823000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679824000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679825000	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
4310679826000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679827000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679828000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679829000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679830000	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
4310679831000	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
4310679832000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679833000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679834000	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
4310679835000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679836000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679837000	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
4310679838000	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1
4310679839000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679840000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
4310679841000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679842000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
4310679843000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679844000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679845000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679846000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679847000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679848000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679849000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679850000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679851000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679852000	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679853000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
4310679854000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679855000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679856000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679857000	1	1	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
4310679858000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679859000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679860000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679861000	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1
4310679862000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
4310679863000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679864000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679865000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679866000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679867000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
4310679868000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679869000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679870000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679871000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679872000	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1
4310679873000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
4310679874000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679875000	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0	0	0	1
4310679876000	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
4310679877000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679878000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679879000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679880000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679881000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679882000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679883000	1	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1
4310679884000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679885000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
4310679886000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
4310679887000	0	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679888000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679889000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679890000	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0	0	0	1
4310679891000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679892000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679893000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679894000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679895000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679896000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679897000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679898000	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
4310679899000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679900000	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
4310679901000	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1
4310679902000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679903000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679904000	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
4310679905000	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
4310679906000	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0
4310679907000	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
4310679908000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679909000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679910000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679911000	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1
4310679912000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
4310679913000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
4310679914000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679915000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
4310679916000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679917000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679918000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679919000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679920000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679921000	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1
4310679922000	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
4310679923000	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1
4310679924000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
4310679925000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679926000	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
4310679927000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679928000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679929000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679930000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679931000	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	1
4310679932000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679933000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679934000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679935000	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
4310679936000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679937000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679938000	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
4310679939000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679940000	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0
4310679941000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679942000	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
4310679943000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679944000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679945000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679946000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679947000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679948000	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
4310679949000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679950000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679951000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679952000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679953000	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	1
4310679954000	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0
4310679955000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679956000	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
4310679957000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679958000	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1
4310679959000	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679960000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679961000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679962000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679963000	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1
4310679964000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679965000	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
4310679966000	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0
4310679967000	1	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1
4310679968000	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1
4310679969000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679970000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679971000	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679972000	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
4310679973000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679974000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679975000	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
4310679976000	1	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679977000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
4310679978000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
4310679979000	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0
